,user_id,aisle_id
81,103343,"set(['24', '38', '19', '86', '31', '77', '98', '75', '116', '89', '112', '92', '106', '78'])"
82,103372,"set(['83', '84', '98'])"
83,103441,"set(['24', '26', '38', '57', '83', '31', '37', '36', '123', '112', '91', '69', '107', '85'])"
84,103470,"set(['121', '86', '96'])"
85,103483,"set(['1', '120', '77'])"
86,103486,"set(['120', '19', '67', '61'])"
87,103505,set(['24'])
88,103515,"set(['115', '129', '93', '84', '24'])"
89,103521,"set(['38', '59', '21', '54', '41', '120', '89', '4'])"
90,103532,"set(['120', '69', '123', '86', '83'])"
91,103547,"set(['16', '37', '108', '123', '91', '83', '106', '84'])"
92,103554,set(['24'])
93,103560,"set(['24', '36', '112'])"
94,103593,"set(['24', '123'])"
95,10360,"set(['24', '21', '32', '31', '36', '123', '83', '106', '84'])"
96,103645,"set(['24', '26', '84', '53', '115', '61', '123', '72', '67', '91', '107', '74', '96'])"
97,103671,set(['104'])
98,103714,"set(['61', '116', '37', '94', '84'])"
99,10374,"set(['115', '24', '91', '84', '53'])"
100,103759,"set(['24', '59', '40', '120', '108', '123', '91', '83', '86'])"
101,103775,set(['21'])
102,103814,"set(['24', '98', '13'])"
103,103895,"set(['86', '38', '51', '37', '115', '61', '123', '72', '112', '83', '106', '79'])"
104,103912,set(['77'])
105,103964,"set(['83', '2'])"
106,103994,"set(['24', '21', '35', '123', '112', '83'])"
107,103996,"set(['24', '21', '45', '36', '120', '123', '83', '106'])"
108,10411,"set(['26', '53', '77', '93', '81', '84', '96'])"
109,104146,"set(['115', '116', '91', '83', '86', '84'])"
110,104244,"set(['24', '83', '108', '9'])"
111,104332,"set(['24', '16', '37', '123', '83', '93'])"
112,104369,"set(['24', '59', '108', '123', '83', '81', '107'])"
113,104438,"set(['24', '116', '94'])"
114,104442,"set(['24', '83', '91', '16'])"
115,104504,"set(['19', '123', '59', '36', '84'])"
116,104509,"set(['24', '77', '50', '53'])"
117,104692,"set(['24', '53', '88', '5', '72', '112', '84'])"
118,104705,"set(['24', '32', '123'])"
119,104715,"set(['24', '86', '84', '71', '66'])"
120,104720,"set(['46', '31'])"
121,104742,"set(['120', '24', '32'])"
122,104750,"set(['24', '23', '115', '73', '69', '107'])"
123,104764,"set(['24', '16', '53', '91', '83', '84'])"
124,104767,"set(['14', '67', '53', '108', '123', '112', '128', '69', '93', '107', '78'])"
125,104816,"set(['24', '38', '31', '88', '120', '98', '3', '123', '116', '128', '94', '79'])"
126,104853,"set(['26', '21', '42', '117', '36', '120', '108', '123', '112', '83', '107', '78'])"
127,104930,"set(['24', '83', '89'])"
128,104938,"set(['24', '16', '37', '123', '83', '69'])"
129,104943,"set(['77', '121', '45', '84'])"
130,105033,"set(['24', '13', '31', '84', '43', '99', '61', '4', '83', '8', '93', '119', '79', '85'])"
131,10505,"set(['26', '20', '45', '3', '123', '84'])"
132,105072,"set(['24', '38', '18', '3', '123', '67', '83'])"
133,105137,"set(['132', '64', '107', '72'])"
134,105196,"set(['24', '120', '59', '16', '31', '51', '36', '115', '9', '83', '93', '79'])"
135,105208,"set(['24', '120', '83', '53', '115', '123', '116', '67', '129', '84', '78'])"
136,105225,"set(['121', '98'])"
137,105269,"set(['24', '89'])"
138,105315,set(['32'])
139,105349,"set(['96', '19', '31', '51', '115', '3', '116', '91', '83', '81', '78'])"
140,105393,"set(['130', '94'])"
141,105425,"set(['120', '21', '54', '115', '123', '84'])"
142,105510,"set(['24', '51', '123', '21', '42', '37', '26', '53', '115', '108', '130', '112', '74', '96'])"
143,105530,"set(['24', '120', '26', '38', '54', '37', '115', '121', '88', '4', '133', '127', '99', '93', '106', '107', '79', '78'])"
144,105553,"set(['24', '59', '120', '3', '116', '91', '107', '84', '78'])"
145,105559,"set(['115', '107'])"
146,105592,"set(['122', '21'])"
147,105606,"set(['24', '83', '107'])"
148,10564,"set(['24', '21', '77', '98', '123', '83', '107'])"
149,105679,"set(['24', '123', '21'])"
150,105729,"set(['24', '112', '37', '17', '105'])"
151,105732,"set(['24', '84', '53', '41'])"
152,105748,"set(['115', '120', '98', '83', '23'])"
153,105833,"set(['24', '36', '120', '9', '83', '86'])"
154,105862,"set(['115', '83', '123', '16'])"
155,105953,"set(['117', '94'])"
156,105968,"set(['24', '91', '94', '78'])"
157,105996,"set(['24', '21', '16', '98', '83', '91', '69', '107'])"
158,10600,"set(['4', '43'])"
159,106005,"set(['24', '117', '81', '39'])"
160,106033,"set(['24', '34', '120', '114', '123', '91'])"
161,106103,"set(['54', '26', '74', '88'])"
162,106116,"set(['77', '83', '123', '5'])"
163,106142,"set(['24', '121', '123'])"
164,106163,"set(['24', '25', '63', '21', '84', '19', '37', '131', '121', '122', '123', '4', '9', '129', '93', '107', '74'])"
165,106209,"set(['24', '38', '14', '63', '86', '45', '123', '112', '83', '106', '84', '78'])"
166,106240,"set(['120', '31', '123', '38'])"
167,106259,"set(['38', '37', '120', '108', '123', '64'])"
168,106269,"set(['120', '2', '123', '24'])"
169,106272,"set(['24', '12', '14', '31', '45', '42', '123', '112', '91', '83', '100', '107', '21'])"
170,106288,"set(['24', '120', '13', '83', '57', '1', '88', '123', '112', '91', '129', '107', '84', '78'])"
171,106311,"set(['24', '31', '53', '120', '121', '117', '91', '94'])"
172,106325,set(['115'])
173,106361,"set(['24', '83', '131', '116', '21'])"
174,106378,"set(['24', '59', '16', '47', '31', '42', '88', '123', '54', '91', '83', '100'])"
175,106405,"set(['24', '120', '21', '50', '53', '1', '3', '123', '93', '107', '78'])"
176,106425,"set(['24', '21', '123', '83', '93', '92', '84'])"
177,106436,"set(['24', '83', '123', '116', '9'])"
178,106449,"set(['24', '19', '86', '31', '120', '98', '131', '112', '83', '81', '106', '78'])"
179,10647,"set(['24', '32', '83'])"
180,106470,"set(['24', '51', '115', '123', '116', '91', '83'])"
181,106472,"set(['24', '23', '115', '98', '67', '91', '83', '84', '78'])"
182,106487,"set(['24', '14', '120', '116', '112', '91', '83', '84', '21'])"
183,106542,"set(['60', '88', '107', '112'])"
184,1066,"set(['24', '21', '49', '50', '120', '83', '104'])"
185,10669,"set(['9', '83', '4', '84'])"
186,106698,"set(['86', '79'])"
187,106699,set(['83'])
188,106720,"set(['1', '2', '84', '96'])"
189,106724,"set(['129', '123'])"
190,10673,"set(['24', '32'])"
191,10674,"set(['121', '131', '20', '37'])"
192,106768,"set(['69', '94'])"
193,106780,"set(['92', '50'])"
194,106797,"set(['24', '83', '123', '45'])"
195,106799,"set(['17', '86', '36', '120', '108', '123', '110', '88', '83', '106'])"
196,106839,"set(['24', '16', '23', '98', '120', '121', '96', '123', '7', '83', '129', '92', '86', '84', '78'])"
197,106864,"set(['120', '3', '94', '53'])"
198,106881,set(['121'])
199,106891,"set(['24', '26', '31', '94'])"
200,107024,"set(['21', '63', '35', '120', '123', '116', '9', '83', '86', '84'])"
201,107093,"set(['24', '83', '92', '123'])"
202,107189,"set(['21', '23', '42', '115', '108', '123', '67', '107', '84'])"
203,107259,"set(['19', '114', '75', '54'])"
204,107263,"set(['24', '121', '116', '4', '112', '83', '107', '84'])"
205,107295,"set(['24', '23', '37', '28', '62', '120', '122', '71', '67', '83'])"
206,10737,"set(['24', '83', '45', '37'])"
207,107393,"set(['24', '59', '21', '131', '83', '81', '104'])"
208,107396,"set(['24', '77', '31', '131', '53', '120', '91', '122', '72', '83', '9', '129', '81', '96'])"
209,107478,"set(['120', '98', '21', '48', '94'])"
210,107479,"set(['17', '54', '31', '45', '114', '75', '84'])"
211,107528,"set(['43', '112'])"
212,107541,"set(['24', '21', '106', '91', '83', '86'])"
213,107545,"set(['24', '83', '48'])"
214,107559,"set(['23', '19', '131', '74', '66', '9', '83', '81'])"
215,107562,"set(['83', '32', '69', '53', '112'])"
216,107665,"set(['37', '115', '83', '86', '84', '24', '21', '23', '45', '43', '3', '104', '9', '120', '100', '106', '107', '79', '54', '51', '50', '52'])"
217,10772,"set(['91', '57', '123', '14'])"
218,107725,"set(['24', '59', '21', '16', '108', '83', '84'])"
219,107763,"set(['45', '50', '53', '123', '89', '67', '83', '84'])"
220,107787,"set(['24', '123', '79'])"
221,107805,"set(['120', '36', '84', '112'])"
222,107895,"set(['13', '21', '31', '52', '98', '123', '66', '83', '93', '96'])"
223,107900,"set(['24', '32', '21'])"
224,107949,"set(['24', '91', '100', '31', '112'])"
225,108016,"set(['24', '21', '31', '120', '83', '106'])"
226,10802,"set(['24', '31', '41', '123', '116', '83', '106'])"
227,108098,"set(['24', '13', '21', '37', '121', '108', '123', '83', '84'])"
228,108128,"set(['24', '12', '36', '120', '108', '123', '92', '86', '84'])"
229,108167,"set(['24', '120', '45', '36', '52', '115'])"
230,10818,"set(['115', '120', '116', '24'])"
231,108214,set(['115'])
232,108276,set(['115'])
233,108297,"set(['83', '105'])"
234,10830,"set(['112', '67', '69', '24', '26', '48', '42', '40', '1', '83', '120', '121', '108', '123', '91', '100', '94', '105', '77', '13', '38', '59', '17', '57', '51'])"
235,108303,"set(['49', '115', '123', '70', '83', '96'])"
236,108307,"set(['24', '116', '21'])"
237,108332,"set(['24', '59', '30', '3', '53', '36', '120', '108', '123', '4', '67', '83', '52'])"
238,10834,set(['125'])
239,108348,"set(['45', '17'])"
240,108392,"set(['121', '123', '94', '83'])"
241,108472,"set(['67', '83', '30', '49'])"
242,108495,"set(['24', '32', '45', '37'])"
243,10850,"set(['77', '84', '7', '105'])"
244,108524,"set(['24', '96', '92', '21', '50'])"
245,108564,"set(['24', '123', '14', '26', '120', '108', '2', '110', '83', '81'])"
246,108572,"set(['24', '84', '52'])"
247,108581,"set(['24', '15', '21', '45', '37', '115', '91', '96', '116', '128', '78', '58'])"
248,108586,"set(['24', '117', '21'])"
249,108648,"set(['16', '120', '123', '70', '83', '84'])"
250,108690,"set(['121', '3', '21', '84'])"
251,108706,"set(['120', '83', '123', '91'])"
252,108723,"set(['24', '83', '86', '37'])"
253,108771,set(['77'])
254,1088,"set(['67', '21', '17', '43'])"
255,108800,"set(['57', '56'])"
256,10899,"set(['25', '13', '17', '47', '3', '130', '123', '96'])"
257,109067,"set(['24', '21', '67', '53', '52', '120', '123', '4', '112', '9', '69', '84'])"
258,10907,"set(['128', '78'])"
259,109075,"set(['24', '120', '38', '58', '53', '1', '61', '108', '116', '7', '67', '83', '107', '78'])"
260,109090,"set(['93', '36'])"
261,109212,"set(['120', '24', '123', '111', '21'])"
262,109213,"set(['46', '77'])"
263,109237,"set(['24', '120', '121', '7', '112', '84'])"
264,109247,"set(['115', '120'])"
265,109305,"set(['24', '13', '77', '123', '124', '84'])"
266,109317,"set(['115', '54', '45', '91'])"
267,109330,"set(['24', '38', '21', '37', '120', '108', '123', '83', '103', '86', '84'])"
268,109402,"set(['24', '123', '38', '14', '17', '32', '45', '3', '77', '121', '117', '130', '112', '91', '21'])"
269,109434,"set(['115', '77', '23'])"
270,109467,"set(['24', '21', '31', '36', '43', '120', '123', '112', '91', '83', '94', '84', '78'])"
271,109468,"set(['120', '24', '108', '86', '84'])"
272,109478,"set(['24', '123', '14', '31', '120', '116', '84', '67', '128', '100', '81', '107', '74'])"
273,109505,"set(['24', '42', '53', '115', '2', '83', '107'])"
274,109513,"set(['19', '24', '89', '21', '83'])"
275,109523,"set(['24', '130', '115', '123', '113', '6', '84'])"
276,109570,"set(['120', '91', '106', '36', '72'])"
277,109700,"set(['11', '46', '100'])"
278,109761,"set(['77', '78'])"
279,109787,"set(['24', '83', '31', '123'])"
280,10981,"set(['24', '23', '130', '91', '122', '123', '110', '66', '83', '128', '69', '81', '106', '94', '104', '72'])"
281,109822,"set(['24', '19', '37', '42', '91', '83'])"
282,109839,"set(['24', '21', '17', '37', '122', '53', '36', '120', '117', '123', '84', '7', '67', '83', '93', '52', '106', '74'])"
283,109846,"set(['24', '32', '86'])"
284,109865,"set(['24', '49', '95', '31', '120', '66', '112', '9', '83', '86', '96'])"
285,109945,"set(['24', '49', '120', '91', '103', '84'])"
286,10997,"set(['24', '21', '16', '53', '115', '123', '116', '67', '83'])"
287,110005,"set(['115', '117'])"
288,110009,"set(['24', '96', '107', '78'])"
289,110049,"set(['24', '31', '123', '116', '112', '96'])"
290,110090,set(['10'])
291,110152,"set(['24', '12', '21', '31', '36', '53', '120', '91', '131', '123', '89', '112', '9', '83', '107', '104', '96'])"
292,110166,"set(['24', '21', '51', '37', '120', '121', '123', '64', '4', '67', '91', '83', '86', '84', '105'])"
293,11019,"set(['129', '86', '41'])"
294,110197,"set(['24', '99', '21', '49', '54', '53', '120', '3', '123', '5', '112', '84', '78'])"
295,11023,"set(['24', '12', '59', '21', '83', '38', '19', '86', '37', '77', '108', '123', '112', '2', '81', '69', '107', '79'])"
296,110259,"set(['24', '83', '123'])"
297,110314,"set(['123', '47', '53', '115', '74', '112', '83'])"
298,110319,"set(['24', '54', '45', '29', '40', '77', '83', '91', '69'])"
299,11036,"set(['24', '104', '83', '69', '84', '8'])"
300,110363,"set(['115', '24', '123', '77'])"
301,110382,"set(['37', '120', '121', '74', '65', '69', '129', '93', '107'])"
302,110383,"set(['115', '24', '107', '54'])"
303,110388,"set(['61', '88', '37', '107'])"
304,110427,"set(['83', '123', '86', '66'])"
305,110431,"set(['54', '83'])"
306,110442,"set(['24', '77', '32', '31', '120', '108', '91'])"
307,110500,"set(['24', '74', '67'])"
308,110501,"set(['24', '49', '19', '123', '91', '83', '86', '84'])"
309,110512,"set(['24', '123', '23', '31', '30', '13', '43', '115', '98', '116', '4', '112', '9', '83', '80', '106', '107', '84', '105'])"
310,110528,set(['24'])
311,110551,"set(['24', '120', '123', '89', '129', '92'])"
312,110574,"set(['24', '21', '61', '31', '45', '77', '121', '83', '106'])"
313,110593,"set(['24', '86', '21', '84', '112'])"
314,110627,"set(['38', '131', '36', '117', '63', '4', '9', '83'])"
315,110638,"set(['24', '122', '116', '112', '129', '107', '84'])"
316,110684,"set(['24', '21', '86', '31', '6', '43', '52', '115', '121', '95', '112', '128', '83', '106', '94', '96'])"
317,110711,set(['65'])
318,110725,"set(['10', '74', '17'])"
319,110730,"set(['24', '59', '49', '54', '45', '120', '123', '67', '78'])"
320,110785,"set(['24', '77', '28'])"
321,110786,"set(['19', '24', '75', '74'])"
322,110803,"set(['59', '21', '42', '43', '40', '3', '123', '89', '72', '112', '83', '100'])"
323,110844,"set(['17', '16', '77', '108', '67', '83', '78'])"
324,110852,"set(['24', '32', '123', '84', '69'])"
325,110878,"set(['91', '42', '72', '67'])"
326,110887,"set(['26', '45', '78', '52'])"
327,110956,"set(['67', '115', '130', '66', '112', '83', '84', '24', '21', '45', '94', '3', '4', '9', '120', '98', '123', '92', '107', '79', '17', '32', '31', '57'])"
328,11098,"set(['91', '83', '123'])"
329,111052,"set(['24', '77', '26', '96', '23', '32', '31', '3', '35', '120', '121', '108', '123', '53', '9', '83', '92', '86', '78'])"
330,111063,"set(['24', '129', '123', '69'])"
331,111068,"set(['50', '36', '99', '121', '3', '4', '112', '52', '96'])"
332,111075,"set(['24', '26', '38', '21', '19', '28', '62', '115', '117', '83'])"
333,111087,"set(['24', '83'])"
334,111120,"set(['32', '69'])"
335,111134,"set(['24', '61', '54', '45', '121', '123', '91', '84', '78'])"
336,11122,"set(['24', '56', '37', '52', '77', '98', '131', '112', '83', '107', '84', '78'])"
337,111286,"set(['59', '16', '106', '123', '86', '78'])"
338,111309,"set(['24', '26', '31', '37', '115', '123', '86'])"
339,111336,"set(['81', '53'])"
340,111365,set(['116'])
341,111375,"set(['24', '83', '96', '78', '105'])"
342,111385,"set(['24', '21', '117', '123', '83', '107', '96'])"
343,111429,"set(['24', '23', '32', '31', '45', '94', '77', '61', '3', '123', '64', '83', '69', '86', '107'])"
344,111445,"set(['24', '45', '41', '1', '98', '3', '86', '104'])"
345,111451,"set(['24', '67', '115', '116', '111', '112', '91', '92', '107'])"
346,111480,"set(['24', '123', '59', '45', '117', '130', '72', '91', '83'])"
347,11154,"set(['24', '57', '130', '120', '91', '88', '2', '128', '83', '86', '84', '96'])"
348,111586,"set(['52', '105'])"
349,111590,"set(['24', '115', '21', '16', '1', '116', '84'])"
350,111619,"set(['24', '114', '86', '84', '129'])"
351,111636,"set(['24', '130', '86', '112'])"
352,11169,"set(['67', '52', '119', '35', '16'])"
353,111691,set(['24'])
354,111750,"set(['24', '59', '16', '91', '108', '128', '83', '84'])"
355,111765,set(['24'])
356,111782,"set(['115', '112'])"
357,111827,"set(['83', '49'])"
358,111887,set(['24'])
359,111898,"set(['26', '23', '54', '49', '37', '43', '87', '115', '121', '123', '89', '110', '112', '128', '83', '107', '84', '78'])"
360,111901,"set(['77', '61', '101', '78', '41'])"
361,111902,"set(['24', '18', '123', '38'])"
362,111931,"set(['24', '123'])"
363,112005,"set(['24', '59', '21', '22', '49', '30', '84', '130', '9', '123', '4', '128', '92', '104', '96'])"
364,112060,"set(['24', '112', '41', '115', '123', '67', '84'])"
365,112095,"set(['24', '83'])"
366,112116,"set(['83', '86'])"
367,112161,"set(['120', '24', '38', '45', '91'])"
368,112215,"set(['120', '38', '14', '54', '1', '116', '91', '83'])"
369,112223,"set(['83', '84'])"
370,112231,"set(['24', '123', '42'])"
371,112245,"set(['24', '21', '43', '131', '83', '100', '92', '84'])"
372,112285,"set(['24', '116', '96'])"
373,112416,"set(['24', '119', '53'])"
374,112434,"set(['39', '38', '61', '86', '31', '67', '37', '115', '121', '3', '123', '112', '91', '81', '119'])"
375,112462,"set(['120', '26', '78', '112'])"
376,112484,set(['54'])
377,112527,"set(['31', '94', '123', '67', '83', '86', '107'])"
378,112529,"set(['24', '99', '21', '50', '115', '61', '82', '92', '107', '84'])"
379,112553,"set(['24', '13', '38', '21', '3', '37', '122', '29', '77', '61', '108', '116', '64', '50', '90', '8', '52', '106', '79', '105'])"
380,112691,"set(['24', '120', '77', '31', '37', '36', '115', '121', '88', '74', '112', '107', '84', '78'])"
381,112705,"set(['115', '24', '83', '32'])"
382,112708,"set(['52', '120', '108', '74', '127', '107', '78'])"
383,112773,"set(['46', '69', '86', '20', '84'])"
384,112774,"set(['20', '54', '44', '60', '114', '75', '111', '127', '85'])"
385,112800,"set(['24', '26', '16', '19', '53', '83'])"
386,112816,"set(['115', '24', '38', '96'])"
387,112870,"set(['115', '83', '31', '41'])"
388,112953,"set(['24', '117', '98', '108', '123', '112', '91', '83'])"
389,113066,"set(['24', '23', '32', '121', '100', '78'])"
390,113144,"set(['77', '21', '23', '51', '120', '121', '84', '92', '79'])"
391,1132,"set(['24', '38', '21', '51', '1', '131', '123', '91', '83', '86', '84'])"
392,113229,"set(['45', '29', '121', '123', '93', '86'])"
393,11323,"set(['38', '52'])"
394,113235,"set(['24', '120', '92', '59', '21', '78', '25', '19', '54', '37', '36', '130', '115', '123', '72', '34', '50'])"
395,113263,set(['91'])
396,113332,"set(['115', '120'])"
397,113431,"set(['24', '14', '16', '36', '123', '83', '86'])"
398,113437,set(['115'])
399,113512,"set(['24', '9'])"
400,113569,"set(['9', '131', '31', '112'])"
401,113597,"set(['31', '84'])"
402,113638,"set(['86', '21', '66', '112'])"
403,113701,"set(['24', '123', '59', '88', '130', '83', '84'])"
404,113730,set(['123'])
405,113731,"set(['24', '13', '21', '45', '35', '77', '88', '123', '72', '91'])"
406,113834,"set(['24', '58', '32', '122', '83', '129', '79'])"
407,113935,"set(['90', '96'])"
408,113981,"set(['83', '123'])"
409,113993,"set(['24', '38', '123', '66', '23'])"
410,114001,"set(['24', '36', '52', '77', '61', '123', '116', '112', '129', '96', '95', '107', '78'])"
411,114017,"set(['91', '54', '123', '42', '52'])"
412,114060,"set(['24', '26', '54', '37', '53', '52', '98', '116', '112', '96'])"
413,114101,set(['50'])
414,114141,"set(['24', '123', '21', '86', '67', '117', '43', '120', '91', '108', '116', '88', '112', '9', '106', '84', '78'])"
415,114177,"set(['120', '24', '45', '84', '83'])"
416,114201,"set(['24', '21', '16', '77', '112', '128', '83', '93', '79', '96'])"
417,114275,"set(['21', '98', '115', '121', '123', '83', '84'])"
418,114282,"set(['24', '8', '123', '78', '67'])"
419,114313,"set(['54', '131', '37', '88'])"
420,11432,set(['115'])
421,114337,"set(['24', '23', '31', '40', '115', '3', '90', '57'])"
422,114389,"set(['83', '51', '72', '84'])"
423,114435,"set(['81', '105'])"
424,114438,"set(['24', '38', '123', '53', '16'])"
425,114494,"set(['24', '53', '88', '123', '67', '91'])"
426,11450,"set(['24', '38', '21', '57', '120', '130', '110', '112', '128', '83', '96'])"
427,114564,"set(['120', '31', '115', '98', '62', '123'])"
428,114568,set(['115'])
429,114573,"set(['24', '52', '120', '98', '110', '83', '78'])"
430,114589,"set(['83', '21'])"
431,114650,"set(['39', '88', '131', '123', '116', '112', '91', '83', '86'])"
432,114701,"set(['24', '21', '57', '42', '131', '53', '120', '121', '108', '123', '89', '88', '91', '81', '84'])"
433,114725,"set(['24', '123'])"
434,114754,"set(['69', '123', '53', '83'])"
435,114804,"set(['24', '16', '54', '131', '72', '112', '83'])"
436,114838,"set(['24', '83', '49', '67', '16'])"
437,114898,"set(['37', '49'])"
438,114959,"set(['9', '83', '123', '17', '67'])"
439,11511,"set(['24', '26', '21', '37', '53', '115', '123', '83', '81'])"
440,115111,"set(['24', '21', '17', '31', '37', '52', '91', '74', '68'])"
441,115143,set(['61'])
442,115200,"set(['54', '81', '107'])"
443,115280,"set(['24', '120', '130', '91', '69', '84'])"
444,115312,"set(['115', '77'])"
445,115351,"set(['24', '13', '123', '37', '94'])"
446,115390,"set(['108', '79'])"
447,115397,"set(['32', '98'])"
448,115407,set(['61'])
449,115423,"set(['19', '24', '31', '88', '17'])"
450,115462,"set(['50', '23', '107', '125'])"
451,115479,"set(['24', '120', '123', '67', '106', '84'])"
452,115497,"set(['24', '98', '131', '112', '128', '83', '100', '84'])"
453,115502,"set(['24', '83', '123', '84'])"
454,115548,"set(['16', '57', '115', '123', '83', '107'])"
455,115645,"set(['38', '84', '86', '31', '37', '115', '3', '4', '112', '106', '79'])"
456,115866,"set(['64', '107'])"
457,115879,"set(['24', '83', '3', '123', '91'])"
458,115882,"set(['77', '59', '32', '41', '120', '71', '67', '129', '81'])"
459,115940,"set(['24', '26', '98', '37', '50', '40', '115', '61', '88', '123', '64', '53', '78'])"
460,115961,"set(['24', '21', '50', '115', '123', '86'])"
461,115974,"set(['24', '91', '53'])"
462,115995,"set(['24', '21', '16', '19', '49', '36', '123', '116', '83', '104'])"
463,116011,"set(['24', '45', '37', '115', '98', '83', '92'])"
464,116048,"set(['115', '54', '107'])"
465,116084,"set(['24', '48', '86', '77', '3', '123', '5', '106'])"
466,116124,"set(['120', '24', '20', '79'])"
467,116129,"set(['24', '123', '86'])"
468,116172,"set(['128', '32', '26'])"
469,116175,"set(['24', '38', '21', '36', '50', '115', '108', '83', '105', '86', '107', '14'])"
470,11619,"set(['115', '117', '45'])"
471,116201,"set(['24', '123', '21', '49', '130', '83', '84'])"
472,116265,"set(['24', '21', '45', '50', '52', '120', '61', '128', '96', '84', '78'])"
473,116319,"set(['115', '120', '123', '9', '84'])"
474,116327,"set(['115', '83', '116', '59'])"
475,11636,"set(['24', '120', '21', '115', '88', '123', '110', '9', '83', '78'])"
476,116378,"set(['24', '21', '120', '123', '83', '129', '96'])"
477,116441,set(['77'])
